category,date,rating,y_true,y_pred,confidence,error_category,text
Magazine_Subscriptions,2020-06-06 11:55:03.798,4,positive,negative,0.99415607912556,mixed sentiment,"So, when this periodical came out originally, I was elated with the idea of having a good reference I could use to fix or do things. I am a habitual DIY guy. Everything I do it either by hand, or by myself.  I subscribed the old fashioned way, via mail card, paid my subscription up front. I received the first issue about four months afterward and was elated, because I had forgotten I subscribed. I pushed past the first few ads, ahhh there's the content… huh? I wouldn't do THAT, it won't last/stand up to time…. this is interesting…. more ads. I get it, ad revenue ;ays the bills. My family ran a small newspaper for three generations, ad revenue is critical, but it's not everything, unless the publisher practices, left handed Yoga. Regardless, I kept reading the issues for a year. There were some good ideas, some not so good. I renewed. Never got another issue. Called the subscription number, was advised that my payment had arrived. OK… no periodical tho. Well sir, we're sending them. OK thanks. I'd get two, then nothing. At the end of the second subscription year I didn't renew. I liked most of the content, despite the plethora of ads but found one or two gems in every issue. Too bad their subscription service is sub-standard or I'd have 10 plus years of it gathering dust right next to some of the old men's magazines my neighbor gave me."
Magazine_Subscriptions,2023-02-27 23:42:39.737,5,positive,negative,0.9939244045450798,potential rating-text disagreement / possible label noise candidate,Subscription is impossible to cancel. No way to end it once you give your credit card. I absolutely hate hidden tricks like this that force you to keep paying for something you don't want!!!
Magazine_Subscriptions,2022-02-22 13:10:58.371,4,positive,negative,0.9937284022310345,potential rating-text disagreement / possible label noise candidate,"I subscribed to this magazine for years then became more and more dismayed with its increasingly alt-right, pro-Trump editorials and political articles right up to the time the magazine briefly went out of production. Now that Backwoods Home magazine is back in production, I will not subscribe to it again until it drops its alt-right, anti-government political slant and focuses much more on homesteading, self-sufficiency and emergency preparedness. I do not want to spend my hard-earned money encouraging publishers/editors to broadcast politically divisive messages."
Magazine_Subscriptions,2020-02-04 23:13:36.895,4,positive,negative,0.9934522757714519,potential rating-text disagreement / possible label noise candidate,Tried to cancel the auto renewal with no success from publisher.
Magazine_Subscriptions,2019-12-24 21:06:09.522,5,positive,negative,0.9934182715716083,very short or context-free review,Not due until January.
Magazine_Subscriptions,2021-04-04 21:38:00.094,5,positive,negative,0.9928219085190358,potential rating-text disagreement / possible label noise candidate,I don’t need anymore and want to cancel the subscription. Help!
Magazine_Subscriptions,2020-10-29 00:27:45.666,5,positive,negative,0.9925459793875362,very short or context-free review,Its no more
Magazine_Subscriptions,2022-08-24 07:33:03.928,4,positive,negative,0.9925459793875362,very short or context-free review,No
Magazine_Subscriptions,2023-03-10 16:54:07.858,5,positive,negative,0.9925459793875362,very short or context-free review,No more subsscription
Magazine_Subscriptions,2020-01-11 04:38:26.415,5,positive,negative,0.9919580897042524,potential rating-text disagreement / possible label noise candidate,"I opted to cancel my subscription last year but it did not stop, it showed it was cancelled but still came out of my account.  I’m having terrible eye  problems & cant read it any longer so please help me cancel my subscription.  I have not renewed any of my magazines because of my eye problem."
Magazine_Subscriptions,2019-11-19 04:24:07.356,5,positive,negative,0.991859198894293,potential rating-text disagreement / possible label noise candidate,I will re-order when my subscription ends<br />UPDATE:  AFTER WAITING 14 WEEKS TO GET MAG. SOMEONE AT MAGAZINE EXPRESS OR AMAZON CANCELLED MY SUBSCRIPTION 12/27/2109?  WHY?  NO ONE CAN TELL ME----WHO DID IT? NO ONE KNOWS SO WHY ARE THE LINE RECORDED?  THEY GAVE ME SOME OF MY $ BACK & THEN SOME AS A AMAZON CREDIT---DIDN'T WANT TO GIVE ME THAT!!!!  AND THEN TOLD ME TO REORDER MAGAZINE --WHY.  DISGUSTED!!!!! WITH AMAZON & MAGAZINE EXPRESS
Magazine_Subscriptions,2021-04-27 19:33:49.720,1,negative,positive,0.9918386782466192,domain ambiguity,A MUST READ FOR FOR THE ZOOMERS
Magazine_Subscriptions,2020-01-13 04:30:05.015,1,negative,positive,0.9918386782466192,very short or context-free review,Nothing to read
Magazine_Subscriptions,2022-07-07 22:03:39.744,1,negative,positive,0.9918386782466192,very short or context-free review,To read
Magazine_Subscriptions,2021-12-06 18:39:21.253,1,negative,positive,0.9918386782466192,very short or context-free review,Just to read.
Magazine_Subscriptions,2022-12-03 14:58:28.929,5,positive,negative,0.9917828851278353,potential rating-text disagreement / possible label noise candidate,The 2 that my Granddaughter got were torn up from not protecting it in the mail. I am s<br />So Disappointed !!!!!
Magazine_Subscriptions,2021-01-25 14:25:18.623,1,negative,positive,0.9917553399582958,domain ambiguity,This is a beautiful magazine! And very informative!!
Magazine_Subscriptions,2019-12-11 19:15:41.740,5,positive,negative,0.9917503717005659,potential rating-text disagreement / possible label noise candidate,I would like to cancel my subscription.
Magazine_Subscriptions,2020-03-02 13:21:26.294,5,positive,negative,0.9904324924559749,potential rating-text disagreement / possible label noise candidate,Not what I expected and plan on dropping it after the year. Only 4 pg pamphlet and under the impression that it would more of a magazine not like a flyer.  Not that informative and ability to obtain more info on the web or through some of my doc sites.  Not worth the money.
Magazine_Subscriptions,2020-05-12 19:42:47.459,4,positive,negative,0.9903822806784262,very short or context-free review,DID NOT ORDER
Magazine_Subscriptions,2020-10-16 23:11:23.183,5,positive,negative,0.9902913455367602,potential rating-text disagreement / possible label noise candidate,I have not received any magazines since July/August. I'm supposed to get 8 magazines a year. I have received 3.
Magazine_Subscriptions,2020-04-15 18:34:13.265,5,positive,negative,0.9900586270060903,potential rating-text disagreement / possible label noise candidate,I still have not received the magazine that I paid for in advance.
Magazine_Subscriptions,2021-03-26 19:30:35.558,1,negative,positive,0.989728134173837,very short or context-free review,Nice
Magazine_Subscriptions,2022-01-24 18:22:55.202,5,positive,negative,0.9893463050781285,potential rating-text disagreement / possible label noise candidate,did not like  because did not receive the magazine
Magazine_Subscriptions,2020-11-22 05:00:24.453,2,negative,positive,0.989248264811719,potential rating-text disagreement / possible label noise candidate,"They keep writing the same stuff over and over. I would love if they did something new. Best Realtors best doctors, getting old. How about more restaurant reviews bars and places to see and do."
Magazine_Subscriptions,2020-04-29 17:28:30.023,4,positive,negative,0.9889583475871919,potential rating-text disagreement / possible label noise candidate,"My granddaughter likes the magazine. However I originally bought a six-month subscription that could be renewed. I never got a renewal notice because the original Subscription didn’t end until July however I got charged in February for another six months at $25. I canceled my subscription made it yet to get my money back for them renewing my subscription three months early, or three months into my first subscription of six months."
Magazine_Subscriptions,2021-02-24 15:55:34.645,5,positive,negative,0.9887617607809437,potential rating-text disagreement / possible label noise candidate,"DO NOT order from here if you want this magazine.  Even after calling 2 times, I have never received the magazine.  However, they WILL keep sending ""renewal"" notices!  Total rip-off.<br /><br />Great magazine if you place order somewhere else."
Magazine_Subscriptions,2019-12-30 20:12:55.228,5,positive,negative,0.9886419404596972,very short or context-free review,Mostly advertisements
Magazine_Subscriptions,2021-02-17 17:20:17.011,5,positive,negative,0.9883605196084823,mixed sentiment,"My grands love Nat. Geo. but I'm writing about AMAZON and they don't let you write reviews about them. No more will I order thru AMAZON.  People BEWARE<br />I was trying to RENEW, I went to the page that I was directed to go and somehow ended up with another subscription.  As soon as I recognized WITHIN 10 MINUTES what happened, I tried to contact AMAZON - Oh NO, they couldn't fix it, sorry.  In just 10 minutes you say you can't make a correction?  Your renew vs. new was confusing to a well educated individual and you can't cancel it or reverse or change it???  Hence, they have NO power so just go direct to the magazine website!  They make money and you pay the same best rate if you ask for it.  AMAZON - improve this!"
Magazine_Subscriptions,2019-12-07 20:35:02.369,5,positive,negative,0.9881127982016261,potential rating-text disagreement / possible label noise candidate,"Does not show new stations like 34.4 Justice channel, etc. very disappointed. Did not realize you cater to cable stations more than others. I will not renew."
Magazine_Subscriptions,2021-08-21 23:48:15.795,5,positive,negative,0.9879036660357294,potential rating-text disagreement / possible label noise candidate,"The magazine is great. Although the delivery is sporadic. Goes months between issues, truly horrible and very poor customer service to resolve."
Subscription_Boxes,2022-07-26 22:38:01.793,4,positive,negative,0.9878004548058626,aspect conflict,"I miss when Funko did this, I think the quality and variety were better. I have actually canceled my subscription because it's been plain and boring."
Magazine_Subscriptions,2020-11-04 21:15:14.948,5,positive,negative,0.9866025912589571,potential rating-text disagreement / possible label noise candidate,I dislike this item because you all make it so hard to cancel. So you think you folks can do it or tell me where to go to cancel it<br /><br />Thank You
Magazine_Subscriptions,2021-11-19 12:46:02.054,4,positive,negative,0.9859208287465062,mixed sentiment,"Even though this was a good deal, the Readers digest  is really worthless.  Filled with ads, offer cards that fall out.  It's not the Digest of my youth.  Can't imagine it will last much longer.  11 issues instead of 12, stories shortened so much they're dry, waste of time ."
Magazine_Subscriptions,2022-08-28 18:22:14.290,1,negative,positive,0.9849264672000874,potential rating-text disagreement / possible label noise candidate,"Who doesnt like Readers Digest???<br />My subscription starts 9-3-22 cant wait-<br />Grew up with this magazine and it is a great read!!<br />Finally- I am an internet user- however, i want to  support writer who work in print also!<br />It easy transaction and happy to have Readers Digest delivered to me again!"
Magazine_Subscriptions,2020-08-02 02:31:46.903,5,positive,negative,0.9847316726288909,mixed sentiment,"I love The New Yorker. I had received a subscription as a gift many years ago. This was a refreshing reminder of those days.<br />For whatever reason, my subscription was doubled and there was no way to simply cancel the second one. I gave the extra copy to my post mistress.<br />Amazon, don’t instantly mark (as in- “I just placed the order this moment”) a magazine as “shipped,” with no cancellation available. That was quite disappointing. I now had two automatically renewing subscriptions, and that’s not cheap. I finally got Amazon to cancel both, but it was a pain."
Magazine_Subscriptions,2020-05-18 15:51:53.169,4,positive,negative,0.9842970706681645,domain ambiguity,Expensive some pages in real small print hard to read
Magazine_Subscriptions,2020-10-28 20:57:12.120,2,negative,positive,0.9841512419313819,probable genuine model error,My granddaughter LOVES this at 3 years old. But why is it always late???
Magazine_Subscriptions,2020-02-15 02:52:14.166,5,positive,negative,0.9840542873655157,potential rating-text disagreement / possible label noise candidate,Didn't renew. Not sure why I'm being asked for a review.
Subscription_Boxes,2021-09-11 16:23:19.842,1,negative,positive,0.9840050856032584,potential rating-text disagreement / possible label noise candidate,"My grandson loves dinosaurs and would love these t-shirts.  Why only for men and women? Missing a big audience, I suspect."
Magazine_Subscriptions,2020-06-05 14:52:28.853,5,positive,negative,0.9837810452907327,probable genuine model error,Don’t want it anymore. I’m returning it.
Magazine_Subscriptions,2020-06-05 14:51:21.646,5,positive,negative,0.9837810452907327,probable genuine model error,Don’t want it anymore. I’m returning it.
Magazine_Subscriptions,2019-10-10 22:42:23.464,4,positive,negative,0.9836341074053518,potential rating-text disagreement / possible label noise candidate,"Wow it took 2 months to get this magazine what the deal, if I go to the store buy one send for 12 months  subscription it takes 4 to 6 weeks not 2 months later ,as for looking through the magazine 62 pages not bad ."
Magazine_Subscriptions,2019-12-29 17:12:07.221,4,positive,negative,0.9834992902771837,domain ambiguity,This subscription is a little odd. I wasn’t supposed to get any magazines until January. But in November I got 3 in the mail. Then in December the February edition came. How does the February book come in December. My issue is that it seems that the magazines aren’t actually going to be spread over 6 months. I was hoping my daughter would get a book each month for 6 months when I subscribed. Other than that I think that the magazine is great.
Magazine_Subscriptions,2021-04-19 05:32:58.371,5,positive,negative,0.9834490209241331,potential rating-text disagreement / possible label noise candidate,"Years ago I subscribed but, it got too expensive. All magazines have sponsors, ad rates are set by number of subscribers. It does not cost a fortune to send out a magazine by mail ~EVEN less via the internet yet the price between paper copy and electronic cope remains close to the same. Screw that! No paper, no printing costs, not postal costs and yet they want to same or nearly that same money as a print copy!  No, I won' do it. Magazine publishers are so greedy!<br />I would pay $7.00 to $10.00 a year for  12 magazines; half that for 6 issues per 12 month; for ever. I like WW2, Military History, Popular Science and others; the point is electronic issues cost NOTHING to distribute yet the publishers fail to pass the savings on to the consumer; so screw you Mr.  (or Ms.) You pay little or nothing to send out your rage eyt you don't pass the savings on to your subscribers; the very people hat support your advertisers!<br />You are too greedy."
Magazine_Subscriptions,2021-10-10 23:56:35.393,5,positive,negative,0.9830237385956454,mixed sentiment,WARNING. this subscription is a joke. My first year they missed multiple issues and they couldn't send the missing issues so they extended it.  So I wasn't going to renew. But after a few months I decided to try again and hopefuly it was covid related but every month I see the issue on newsstands before mine ever shows up and then I just received my November yesterday Oct. 9th. Now that seems good except for I NEVER SEEN OCTOBERS ISSUE. So here I go again I get to waste more time to contact them about missing issues and them not care.
Magazine_Subscriptions,2020-10-16 11:47:46.711,5,positive,negative,0.982792868032314,potential rating-text disagreement / possible label noise candidate,I was under the impression I paid for a subscription and it turned out it was one magazine! I looked up a subscription  on another avenue and for a full subscription it was practically the same amount of money. So I thought it was extremely overpriced and took several months to get delivered!
Magazine_Subscriptions,2022-07-21 16:34:19.098,5,positive,negative,0.982585699624793,potential rating-text disagreement / possible label noise candidate,"All the ads I had since we're priced by the year. I contacted the USA Today directly to see if I could pay in a smaller amount. Six, yes six, contacts later I still did not have my answer. Then I found this deal. It was a better deal and much better customer service!"
Magazine_Subscriptions,2023-02-23 14:17:44.160,4,positive,negative,0.9819446902598875,potential rating-text disagreement / possible label noise candidate,I've been a subscriber for many years but the recent changes have bothered me enough that I finally cancelled. Only 8 issues per year. Went from a magazine format to now it's just printed paper stapled and folded over. No longer a magazine spine.
Magazine_Subscriptions,2020-08-15 19:04:34.261,5,positive,negative,0.9818354160226969,mixed sentiment,Love the magazine but i have never received it! Sorry that order was a fail!
Magazine_Subscriptions,2021-07-28 00:45:47.405,2,negative,positive,0.981674143503818,potential rating-text disagreement / possible label noise candidate,"I like the travel section.<br />I used to love this magazine which I subscribe for so many years, but lately I hardly enjoying the recipes."
Magazine_Subscriptions,2020-10-27 20:12:30.365,2,negative,positive,0.9814946427961092,domain ambiguity,Magazine is great! But it's been delayed and at their price it should be before hitting the stands
Magazine_Subscriptions,2020-03-18 22:27:27.930,4,positive,negative,0.9799335089177376,mixed sentiment,Not as good as it used to be when it first came out.<br />Guess it just ran its course after a while.<br />Cancelled my superscription.
Magazine_Subscriptions,2020-02-18 20:32:51.114,1,negative,positive,0.9799275675113768,very short or context-free review,I liked it
Magazine_Subscriptions,2022-04-22 18:06:21.624,5,positive,negative,0.9786476999895822,mixed sentiment,"I bought the year subscription for $30. They shipped me the first 2 issues together (out of the yearly 10 issues). The magazine is quite nice and full of interesting material, but it's a little advanced for my kid (2 yo). I was worried I am stuck with the subscription, but after they cancelled my order they refunded me $21. I think that's fair. I just wanted to leave this review to let people know that they can cancel their subscriptions and get some of their money back if this is not a good fit for them."
Magazine_Subscriptions,2021-05-03 18:18:37.298,5,positive,negative,0.9775894922111181,negation,"Appears they have gone back to showing nature and the world without the liberal agenda they had for a while. Report the facts, don't give me a political opinion between the lines. We'll see what the rest of the issues look like."
Subscription_Boxes,2022-06-04 11:06:49.371,4,positive,negative,0.9772638287080901,potential rating-text disagreement / possible label noise candidate,Seemed kind of neat but my kids didn’t care for it. We received two boxes before canceling and I do not feel it’s worth the price.
Subscription_Boxes,2022-06-22 19:20:30.646,4,positive,negative,0.9770913634961813,potential rating-text disagreement / possible label noise candidate,"All my items were fine except one of the Funko pop boxes was dented, smashed and ripped. I’m annoyed because this is the second collector corps box in a row that i have had an item damaged or broke. I would have to send back the whole box and there is no guarantee that I’ll get another box if they are sold out."
Magazine_Subscriptions,2021-05-07 17:40:23.670,5,positive,negative,0.9761723046533298,potential rating-text disagreement / possible label noise candidate,"I have recieved this magazine for yearsnever found  it boring , try it !!"
Subscription_Boxes,2021-12-05 07:24:08.752,1,negative,positive,0.9755829969424838,potential rating-text disagreement / possible label noise candidate,It's a great gift for any dog.  Toys are durable and my dog loved the treats
Magazine_Subscriptions,2020-12-05 23:25:56.610,1,negative,positive,0.9748839107374393,potential rating-text disagreement / possible label noise candidate,I really liked this  magazine good thing  I got  a subscription.  Christopher explains all recipes. easy  to do
Magazine_Subscriptions,2019-12-12 17:54:21.203,5,positive,negative,0.9744848241628182,mixed sentiment,Great magazine. I just didn't like how my dad never received any issues to his subscription I ordered. Rip off.
Magazine_Subscriptions,2020-11-29 23:52:11.407,4,positive,negative,0.9742008609511302,domain ambiguity,Only ist issue received. Opinion can be give after receiving at least 3 issues
Magazine_Subscriptions,2022-11-19 18:38:26.952,5,positive,negative,0.9729656654168518,mixed sentiment,"Good content, not overrun with ads."
Magazine_Subscriptions,2021-01-21 20:23:08.737,4,positive,negative,0.972523701351022,very short or context-free review,Received only 1 issue
Magazine_Subscriptions,2021-04-29 23:49:08.176,5,positive,negative,0.972523701351022,domain ambiguity,I have only received three issues.
Magazine_Subscriptions,2021-02-24 01:19:31.354,5,positive,negative,0.9723147544780676,domain ambiguity,Ordered this magazine in early October 2020. So far I’ve only received one issue. Very disappointed!
Magazine_Subscriptions,2023-02-26 06:24:54.736,4,positive,negative,0.972284264693603,potential rating-text disagreement / possible label noise candidate,I received my first issue six weeks after ordering but then went four weeks with no magazines. Then I received three issues one day. Maybe the kinks have been worked out.
Magazine_Subscriptions,2020-07-30 17:55:38.048,4,positive,negative,0.9721093967665333,mixed sentiment,"Only received 3 of 6 issues to my paid subscription..... I love the magazines themselves as a 5 star- but not the quality of service=1 star, since I didn’t receive the rest of my paid subscription. Unsatisfied, so I will not be re-ordering.. my mom wanted the same subscription, but I told her I wouldn’t order it for her since I didn’t receive all of mine."
Magazine_Subscriptions,2022-06-05 13:28:16.627,5,positive,negative,0.9720297704069752,potential rating-text disagreement / possible label noise candidate,Our error this is only sent periodically. Will not renew as more current ideas can be gotten off the internet
