y_true,y_pred,confidence,text,rating,category,review_length,correct,has_contrastive_marker,has_mixed_lexical_cues
neutral,negative,0.6288556141936926,Long time subscriber to TV Guide Magazine via US mail (with subscription via magazine vice Amazon).  $20 advertised price much better than I've been paying for years and (supposedly) you get the mailed issue PLUS the online version at no extra cost.  Unfortunately went round & round trying to install the Kindle for Android on my Samsung Tab S with no luck then the same with installing the Kindle for PC on my Win 8.1 computer.  Couldn't find any help nor instructions.  Will wait to see if the actual paper magazine shows up in 2 to 6 weeks as claimed before cancelling.<br />Edit #1:  Upgraded from 1 to 3 stars because I finally got the Kindle for Android to work but not sure how or what made it work.  My tablet was recognized as 'Kindle hdx' in the app and once I renamed it as my 'Samsung Tab S' it let me 'deliver' an issue of TV Guide.  Still working to get Kindle for PC to work - figure it'll be much easier to read guide listings on a large computer monitor.,3,Magazine_Subscriptions,182,False,True,False
neutral,neutral,0.5178599930197633,"I got a membership on this magazine years ago. I really liked it for the first couple of years. It was interesting and unique<br /> But this is the last year I will have a membership. It is now degraded to your average kind of magazine. Uninteresting an boring, like all the other ones I do not want a membership for.",3,Magazine_Subscriptions,61,True,True,False
neutral,positive,0.9999717568126296,Love this!!!,3,Magazine_Subscriptions,2,False,False,False
neutral,positive,0.6640007456773577,"I enjoy the content,  but never know when it will arrive.",3,Magazine_Subscriptions,11,False,True,True
neutral,neutral,0.4482227593697454,"My son enjoyed the subscription, unfortunately, we only recived about 6 episodes before it stopped. We origionally bought a year's subscription.",3,Magazine_Subscriptions,21,True,False,False
neutral,positive,0.6635269993952824,I got this on a discount as a Christmas present for my mother. She said it was so-so.,3,Magazine_Subscriptions,18,False,False,False
neutral,neutral,0.7772196781489983,A little disappointed. Kind of remember Readers Digest being a bit more informative with more interesting articles. Would not renew my subscription. Sorry to see an old standby magazine lose its appeal.,3,Magazine_Subscriptions,32,True,False,False
neutral,negative,0.7884165768319017,I would like this mag a whole bunch better without the liberal gibberish. False stories about draining residual from oil fields to the EPA has hands tied cause of State and BLM policies. Just junk reading as I am a conservationist but I don't like false reading also known as fake news. It does get huge stars for the other half of the magazine however. I've read this publication since the early 90s fishing in Wyoming.,3,Magazine_Subscriptions,76,False,True,False
neutral,neutral,0.6630563076006734,Very mediocre info in this magazine.  Or maybe I’m just not into that style of crafts.,3,Magazine_Subscriptions,16,True,False,False
neutral,negative,0.7437665412151938,I don't believe that people actually eat all of these recipes.  Some of them were downright weird.,3,Magazine_Subscriptions,17,False,False,False
neutral,neutral,0.7014537773087055,I used to love this magazine. But now it's just like the rest full of ads.,3,Magazine_Subscriptions,16,True,True,False
neutral,negative,0.49688655718565417,Doesn't come on time,3,Magazine_Subscriptions,4,False,False,False
neutral,negative,0.8040159658683603,Only received a few issues,3,Magazine_Subscriptions,5,False,False,False
neutral,negative,0.6377148200154442,I did not see any interesting information,3,Magazine_Subscriptions,7,False,False,False
neutral,neutral,0.46443991796235207,"The articles are good. They are interesting and informative. But there are more ads than anything. I do enjoy learning about new art products but can't help feeling there should be more articles than ads. I suppose all those ads keep the subscription price low, but they are also the reason why I would not be willing to pay more than the sale price that I paid.",3,Magazine_Subscriptions,67,True,True,True
neutral,positive,0.3454469121369072,"I love the articles with lots of how to pictures, however I've only received 3 magazines in a 1 year subscription.  Are they not sending the magazine or is someone from the post office snatching it?",3,Magazine_Subscriptions,36,False,True,True
neutral,negative,0.607396003760732,Some very good articles and information but an increasing amount of advertising and borderline political and pro gun agenda.,3,Magazine_Subscriptions,19,False,True,False
neutral,neutral,0.8352332643601793,Ok like most Magazines there always seems to be a lot of ads,3,Magazine_Subscriptions,13,True,False,False
neutral,positive,0.8066829009711913,Good recipes.,3,Magazine_Subscriptions,2,False,False,False
neutral,neutral,0.5457526871527408,Too many ads.,3,Magazine_Subscriptions,3,True,False,False
neutral,positive,0.47707481344546093,Its ok. Would like more interesting stories,3,Magazine_Subscriptions,7,False,False,False
neutral,neutral,0.7892418776381442,It was ok not as much on as many shows that I knew about,3,Magazine_Subscriptions,14,True,False,False
neutral,negative,0.41615698342686025,"I like everything I read about the magazine, just never actually received one.",3,Magazine_Subscriptions,13,False,False,False
neutral,neutral,0.6099145139150247,"This magazine used to be much larger with more features, more jokes, more volume and not so many ads.<br />Also miss the great art work that used to grace the back of the issue where large ads reside now.  This publication is just a shadow of its former self--I know as I keep old special issues of years ago and what a difference!",3,Magazine_Subscriptions,63,True,False,True
neutral,negative,0.6935520620993261,"Like RD, however, auto renews should never be automatic.  Not a fan of auto renews, this creates the 3 stars, just something else we have to track and deal with each year.",3,Magazine_Subscriptions,32,False,False,False
neutral,positive,0.5907800439335772,Like,3,Magazine_Subscriptions,1,False,False,False
neutral,neutral,0.6805555192288594,Good projects but there are a lot of advertising.,3,Magazine_Subscriptions,9,True,True,False
neutral,positive,0.8105166069414796,Great deal.  Kind of pretentious magazine.,3,Magazine_Subscriptions,6,False,False,False
neutral,neutral,0.5869377373795569,Ok I thought a little dated,3,Magazine_Subscriptions,6,True,False,False
neutral,positive,0.6921119421194285,I like the magazine !,3,Magazine_Subscriptions,5,False,False,False
neutral,neutral,0.3662873528280482,"I was a little disappointed.  The first edition focused more on ""religions"" than on techniques for living in the light.  I don't want to follow a particular religion.  I just want to do exercises and learn techniques, like meditation, to have a calmer and more peaceful approach to life.",3,Magazine_Subscriptions,49,True,False,False
neutral,neutral,0.5428385698555604,To many advertisements,3,Magazine_Subscriptions,3,True,False,False
neutral,negative,0.5983798160076471,Visually over stimulating magazine for me.  Two copies were more than enough. for me to decide that all subsequent issues will go directly to the recycle bin.,3,Magazine_Subscriptions,27,False,False,False
neutral,neutral,0.5545879260164629,Thin magazine,3,Magazine_Subscriptions,2,True,False,False
neutral,negative,0.8904261247778619,I am really disappointed. It articles are not what I was expecting. I think I am going to cancel.,3,Magazine_Subscriptions,19,False,False,False
neutral,positive,0.580929868610946,"Love this magazine! I just hate how long it takes to mail me one. In this digital age, you’ve got to have a faster turn around process than 8 weeks.",3,Magazine_Subscriptions,30,False,False,False
neutral,negative,0.8888664248266916,This is some liberal propaganda,3,Magazine_Subscriptions,5,False,False,False
neutral,neutral,0.48490365940226376,"I've always loved Readers Digest so I subscribed.  I was told I would start receiving them in Feb. I just got two magazines today, both old issues I've already read, November and December issues. Now my subscription will be shorter and I have duplicate issues. I feel like this is the publishers way to get rid of old issues.",3,Magazine_Subscriptions,59,True,False,False
neutral,positive,0.8745705108350678,Reading,3,Magazine_Subscriptions,1,False,False,False
neutral,neutral,0.6795694027490751,Wasn’t what I thought it was. Not a lot about decorating,3,Magazine_Subscriptions,11,True,False,False
neutral,positive,0.37885266457398203,It comes really randomly. Would get two at a time sometimes and not monthly. Kids still likes it.,3,Magazine_Subscriptions,18,False,False,False
neutral,neutral,0.9129831234044413,It was ok not as good as I remember,3,Magazine_Subscriptions,9,True,False,True
neutral,negative,0.5097397030329622,Southern Living magazine is just not what it used to be.  It's about a third of the size and doesn't have near the amount of recipes it used to publish.  I see why you can get a year's subscription for next to nothing.,3,Magazine_Subscriptions,43,False,False,False
neutral,positive,0.40116047665204635,"Delivery was late, basic Car magazine.",3,Magazine_Subscriptions,6,False,False,False
neutral,positive,0.4729605569273584,Magazine is so so!,3,Magazine_Subscriptions,4,False,False,False
neutral,neutral,0.4781942433255316,"This is a beautiful magazine with great articles and recipes, but Over the course of my subscription I’ve had one completely missing edition and two other instances where I’ve not received the magazines and had to chase them up.<br />Based on my experiences so far I will not be renewing my subscription.  I’ll go with the cheaper, more reliable and timely electronic edition.<br />I’d give the magazine itself 5 stars, but the subscription service would be zero stars, resulting in my overall three star rating.",3,Magazine_Subscriptions,85,True,True,True
neutral,neutral,0.6749715279999532,"Sent me the holiday (December) issue in January. Kind of a waste given that the content was geared toward gifts and holiday planning/cooking.<br /><br />Otherwise I like this magazine. Has good organizational, shopping and cooking content.",3,Magazine_Subscriptions,36,True,False,True
neutral,positive,0.6461844426351381,"It presents good information, but:<br />It is really focussed on traditional publishing.<br />It lags behind online sources (> 1 year), limiting the ""news"" value of many pieces.",3,Magazine_Subscriptions,27,False,False,False
neutral,negative,0.9408240051823797,Have not received 1/2 of the magazines,3,Magazine_Subscriptions,7,False,False,False
neutral,neutral,0.45597861129996425,I didn’t like any of the recipes in my first 2 issues .  Most recipes have way too many ingredients.  Layout confusing.  Good photos.,3,Magazine_Subscriptions,24,True,False,False
neutral,negative,0.6491686101790766,Decent magazine.  Frustrated that I cannot figure out how to stop the auto renewal,3,Magazine_Subscriptions,14,False,False,False
neutral,neutral,0.4871293018382098,Not substantive as past years.  Can do without it.,3,Magazine_Subscriptions,9,True,False,False
neutral,neutral,0.5457526871527408,Mostly ads,3,Magazine_Subscriptions,2,True,False,False
neutral,negative,0.5330572140414532,Way too many add and not much joanna,3,Magazine_Subscriptions,8,False,False,False
neutral,neutral,0.441234044414282,"As someone nearing retirement, I felt it was time to see if Reader's Digest had changed with the times, so I subscribed at a great introductory rate. So far, I have been unimpressed. The quality of the paper it is printed on is very poor and the majority of articles are pleasant, but spineless. Perhaps I am to snarky of an ""almost senior"" to appreciate RD yet. I will give it a full year before deciding whether to keep the subscription.",3,Magazine_Subscriptions,81,True,True,True
neutral,negative,0.4563001406543273,"TV guide, some channels not listed",3,Magazine_Subscriptions,6,False,False,False
neutral,neutral,0.9441824364640261,Articles are somewhat interesting.  Too many added advertisements.,3,Magazine_Subscriptions,8,True,False,False
neutral,negative,0.6656636074033838,Good magazine but we don’t receive every issue we’re supposed to.,3,Magazine_Subscriptions,11,False,True,False
neutral,neutral,0.6059270399030737,"I enjoy the ideas in this magazine, but a lot of it is advertising or ideas for people with a “larger than normal” budget, which those people would probably not be doing their at home carpentry on their own.",3,Magazine_Subscriptions,39,True,True,True
neutral,negative,0.5775188704008367,"no what it used to be, it is thinner and few quality articles, mostly advertisement",3,Magazine_Subscriptions,15,False,False,False
neutral,negative,0.5974656866928874,Gifted it not very engaging,3,Magazine_Subscriptions,5,False,False,False
neutral,neutral,0.833993007720037,Ok,3,Magazine_Subscriptions,1,True,False,False
neutral,positive,0.5076777209979769,Nice ideas,3,Magazine_Subscriptions,2,False,False,False
neutral,positive,0.4729605569273584,Just a so-so magazine.,3,Magazine_Subscriptions,4,False,False,False
neutral,negative,0.4873446685286077,"i didn’t realize this was the spanish version, my fault",3,Magazine_Subscriptions,10,False,False,False
neutral,neutral,0.4458075078191997,"We picked-up this subscription cheap, which made us happy; and, the idea of a magazine for a station we so enjoy watching was very exciting. However, we just thought there were too many pages with advertising, rather than content, so we passed on renewing.  We rated accordingly.",3,Magazine_Subscriptions,47,True,False,False
neutral,positive,0.4477478772614758,Bright and cheery,3,Magazine_Subscriptions,3,False,False,False
neutral,negative,0.7770712323700363,Cheap but few pages,3,Magazine_Subscriptions,4,False,True,False
neutral,negative,0.7679442391697263,"I don’t care for Vogue anymore. After this subscription I’d like to cancel, but I’m not sure how to do that on the Amazon site.",3,Magazine_Subscriptions,25,False,True,False
neutral,negative,0.5650075117245806,"Guess I expected something different, not what I would call country gardens. More for estate type gardens",3,Magazine_Subscriptions,17,False,False,False
neutral,negative,0.8996667491783233,I didn't receive all issues and now it is unavailable. I would like a refund.<br />I did get a refund finally for the rest of Mags I did't get.,3,Magazine_Subscriptions,29,False,False,False
neutral,negative,0.7421885897412186,Nice pictures but basically it’s a paint company promotion,3,Magazine_Subscriptions,9,False,True,False
neutral,negative,0.7776332487969085,No sense in purchasing a service that is not any more helpful than the free app.,3,Magazine_Subscriptions,16,False,False,False
neutral,neutral,0.9022000057077654,Decent magazine. I did not renew. Even though it's discounted off the cover it's still a little too pricey for what it is,3,Magazine_Subscriptions,23,True,True,False
neutral,positive,0.4784109301452055,Well written magazine but not enough articles covering hunting and fishing in the west especially hunting mule deer,3,Magazine_Subscriptions,18,False,True,False
neutral,negative,0.862428141075325,I like the magazine but I despise the automatic subscription renewal !  I tried immediately to cancel because of it .  But they refused to let me cancel<br />  It’s a ripoff tactic reminiscent of the old door to door crooks and scammers,3,Magazine_Subscriptions,43,False,True,False
neutral,positive,0.872061532368284,Get some new more relevant writers,3,Magazine_Subscriptions,6,False,False,False
neutral,positive,0.7390137728943559,"I love the magazine, but delivery was inconsistent.",3,Magazine_Subscriptions,8,False,True,False
neutral,neutral,0.478319787522265,Delivered on a timely basis for Feb issue but the Christmas issue was delivered on Jan 27th!  And the magazine is not as good as some others do I wouldn’t order again.,3,Magazine_Subscriptions,32,True,True,True
neutral,neutral,0.7956230981185711,"I have found articles helpful as someone living in a standalone house for the first time (e.g. info about basic fixes or how parts of the house work). I find some of the projects really appealing, if daunting—e.g. installing heated floors (and I make plenty of excuses about why I can't do them myself). I really large portion of this magazine is ads, though, and that has been a bit of a bummer. I'd like just a little more content in each issue.",3,Magazine_Subscriptions,83,True,False,False
neutral,negative,0.7442100685551869,Sorry<br /> Found what I wanted. Ads are good but more detail in history more do it yourself. irkegularities or scam warnings.,3,Magazine_Subscriptions,22,False,True,False
neutral,neutral,0.65647032381911,Disappointed in the first issue.  Not as many recipes and colorful pictures as I remembered from a previous subscription for this magazine.  Hopefully future issues will improve.,3,Magazine_Subscriptions,27,True,False,False
neutral,neutral,0.679003529470804,I feel like the quality and content has gone down over the years....,3,Magazine_Subscriptions,13,True,False,False
neutral,negative,0.7679673710021241,Mostly ads and not as much content,3,Magazine_Subscriptions,7,False,False,False
neutral,neutral,0.6427904863037417,Pretty good magazine I wish it had more articals about planes,3,Magazine_Subscriptions,11,True,False,False
neutral,neutral,0.7789367852644757,Too many adds not enough projects,3,Magazine_Subscriptions,6,True,False,False
neutral,negative,0.5023971575179859,More ads than content and the magazine,3,Magazine_Subscriptions,7,False,False,False
neutral,negative,0.5572805752279671,"This is the type of magazine that makes you want to read every single page. As a golf fan, it is a must. Great articles and golf tips that actually make sense.<br />Edit#1: Frustration! You just never know if or when you will get this each month. Delivery on this magazine has been sporadic at best. I have yet too receive this months issue. The last issue shipped early. I didn’t receive one month at all a few months ago. Minus 2 stars",3,Magazine_Subscriptions,83,False,True,True
neutral,neutral,0.4314200562176219,I remember tv guide for 15 cents. It gave you local stations and what was on. Not any more you get national coverage. I would prefer the old version. I'll keep it for a year. Thanks,3,Magazine_Subscriptions,36,True,False,False
neutral,negative,0.8445986597631232,"I was very disappointed in my first issue of the AllRecipess magazine. When it first came out, it was chock full of recipes by people like me! The format of the magazine has changed to giving more lengthy articles about either ingredients or food techniques. That's what most other food magazines do. What USED to set this magazine apart was the sheer amount of recipes by everyday cooks...similar to the website. I am so disappointed that I probably won't renew my subscription. I was tempted to cancel this subscription, but I only paid $5 so it wouldn't be worth the trouble.",3,Magazine_Subscriptions,101,False,True,False
neutral,negative,0.8145417410898321,Not really what I thought it would be but I’m not sorry I subscribed.,3,Magazine_Subscriptions,14,False,True,False
neutral,neutral,0.42814232367383886,I thought there would be more to it like the consumer reports magazine.,3,Magazine_Subscriptions,13,True,False,False
neutral,positive,0.5250693133356428,"My Husband said e used to really enjoy the magazine as a child, but now feels it is way too liberal for him , I liked it myself",3,Magazine_Subscriptions,28,False,True,False
neutral,neutral,0.8749149475628112,It's okay but a mix of useful info and projects and over-contrived or superficial plumping for stuff -- sorta like payola going on..,3,Magazine_Subscriptions,23,True,True,False
neutral,neutral,0.48414146635610056,I haven't got but 2 magazines.  Hope they come soon. Thank you!,3,Magazine_Subscriptions,12,True,True,False
neutral,positive,0.39498632846576254,"Let's be honest, the internet has kind of ruined magazines. Every other issue had something I enjoyed. Mostly it felt like a printed blog. The tip of the iceberg maybe, or just something for the coffee table. I'm not trying to be a troll, as I do like the ideas behind much of it and the pictures... I admire the visually stimulating art work that it contains. In addition to the photography I like the drawn adds, those are fun to look over when they appear. It's very comforting to peruse and leaves you content visually. But the meat and potatoes, writing, landed somewhere between Southern/Country Living's Showcase style (""Get to know Lucy and her life as a self funded stay at home parent of 3 dogs, 2 goats, and a sheep in 5 paragraphs and 3 pages of staged pictures, also learn how she refreshed a 100 year old house with paint from behind the barn and a keen design eye that matches what we like"") and weaker articles about collectioning things. It's just that there always seemed to be a lot left out. Our library has a subscription. I'll probably just stick to that unless an issue has something truly riviting, then I would buy just that issue for my reference. We bought my father in law a subscription as he is a perpetual dabbler of all things farm and he enjoys getting ideas from it. A nice gift, but not something I'd rebuy for myself.",3,Magazine_Subscriptions,248,False,True,False
neutral,positive,0.9912876918151673,Loved it so many great ideas,3,Magazine_Subscriptions,6,False,False,False
neutral,negative,0.6881418502168309,"I liked the articles but I did not like how all of the editorial content was written by men for men. Additionally, all of the ads were very clearly targeted toward men only. Why do I have to be a man to read a magazine about tech?",3,Magazine_Subscriptions,47,False,True,False
neutral,negative,0.3838709863037937,It started out a good size TT paper .It has went down in size and useless information,3,Magazine_Subscriptions,17,False,False,False
neutral,neutral,0.6200115708013156,Way too much advertisements. I sure hope the next one has better content.,3,Magazine_Subscriptions,13,True,False,False
neutral,neutral,0.6402954132664637,Good ideas but a large amount of advertising.,3,Magazine_Subscriptions,8,True,True,False
neutral,negative,0.5294526028907586,Not crazy about the recipes.,3,Magazine_Subscriptions,5,False,False,False
neutral,neutral,0.49030602020886205,"Most of first issue was on one subject, it was sound. I prefer a few subjects instead of mostly one.  Overall, done well.",3,Magazine_Subscriptions,23,True,False,False
neutral,neutral,0.5804082606946439,The magazine is 1/2 the size it used to be and far too many pages of advertisements.,3,Magazine_Subscriptions,17,True,False,False
neutral,neutral,0.4812859726736486,I do not like that the magazine completely ignores the most celebrated of our holidays.  The only sign of anything Christmas in the December issue the last two years is an ad from the City of Charleston. Very disappointing because I look to my magazines for holiday decorating inspiration..,3,Magazine_Subscriptions,49,True,False,False
neutral,negative,0.4838101326907057,Sorry the print is too small to read comfortably,3,Magazine_Subscriptions,9,False,False,False
neutral,positive,0.859232003541303,Nice cooking magazine that offers several everyday  recipe for family meals and desserts.,3,Magazine_Subscriptions,13,False,False,False
neutral,positive,0.6281453565707278,Some months the stories are interesting. I like the size of this magazine. It conveniently fits in a purse.,3,Magazine_Subscriptions,19,False,False,False
neutral,neutral,0.4792756259909461,I got this for my husband for Christmas because it was on sale and had reviews.  Honestly I have been disappointed and am glad I didnt pay full price.  It is a very slim magazine with relatively little information.  I would classify it more of a booklet then magazine.<br /><br />**UPDATE** We got a new issue and it had a lot more content.  Definitely appreciate this magazine more.,3,Magazine_Subscriptions,68,True,False,False
neutral,neutral,0.7694891342745965,Decent magazine but the same old hacks repeated from years past.,3,Magazine_Subscriptions,11,True,True,False
neutral,neutral,0.6155566175038696,"I subscribe to this magazine years ago, It has really changed, Not as many articles as there was before, I recall cutting out coupons , not anymore more, I think at there was 1 that I couldn't use. Its like everything else Downsizing. Not Impressed at all, I will not be renewing it that Simple",3,Magazine_Subscriptions,55,True,False,False
neutral,negative,0.7594001205220557,Not enough articles and too many ads,3,Magazine_Subscriptions,7,False,False,False
neutral,neutral,0.5549735376411984,This magazine is getting smaller and smaller. Enjoy it but will not pay a lot to see it.,3,Magazine_Subscriptions,18,True,True,True
neutral,negative,0.5695227697963482,Not much to it but ads. Will not renew.,3,Magazine_Subscriptions,9,False,True,False
neutral,neutral,0.5672161078505246,Decided  to subscribe. The current issues have alot of advertising.  Very disappointed will not renew.,3,Magazine_Subscriptions,15,True,False,False
